batch,point,shift,sapt_es,sapt_pol,sapt_disp,sapt_espol,sapt_total,dmff_ADMPPmeForce,phyneo_ADMPPmeForce,delta_ADMPPmeForce,dmff_QqTtDampingForce,phyneo_QqTtDampingForce,delta_QqTtDampingForce,dmff_SlaterExForce,phyneo_SlaterExForce,delta_SlaterExForce,dmff_SlaterSrEsForce,phyneo_SlaterSrEsForce,delta_SlaterSrEsForce,dmff_SlaterSrPolForce,phyneo_SlaterSrPolForce,delta_SlaterSrPolForce,dmff_SlaterSrDispForce,phyneo_SlaterSrDispForce,delta_SlaterSrDispForce,dmff_SlaterDhfForce,phyneo_SlaterDhfForce,delta_SlaterDhfForce,dmff_DampedDispersionForce,phyneo_DampedDispersionForce,delta_DampedDispersionForce,dmff_ShortRangeTotal,phyneo_ShortRangeTotal,delta_ShortRangeTotal,dmff_PhyNEOTotalComparable,phyneo_PhyNEOTotalComparable,delta_PhyNEOTotalComparable,dmff_ADMPDispPmeForce,dmff_SlaterDampingForce,dmff_espol,phyneo_espol,delta_espol,dmff_disp_total,phyneo_disp_total,delta_disp_total
000,0,-0.7,-220.79483032226562,-148.49087524414062,-15.016669273376465,-369.28570556640625,-384.3023748397827,-603.4214200702186,-591.0733529356121,12.348067134606481,15.421094845506321,15.421094845506262,-5.861977570020827e-14,443.1633367216578,388.9666318974613,-54.1967048241965,0.0,0.0,0.0,0.0,0.0,0.0,-35.033441245330835,-35.033441245330735,9.947598300641403e-14,0.0,0.0,0.0,-1.8371625341865112,-1.8371625341865059,5.329070518200751e-15,423.5509903218333,369.35428549763685,-54.196704824196445,-181.7075922825718,-223.55622997216176,-41.848637689589964,-26.002893558482914,24.165731024296402,-588.0003252247122,-575.6522580901059,12.348067134606367,-36.870603779517346,-36.87060377951724,1.0658141036401503e-13
000,1,-0.4875,-180.75497436523438,-114.556396484375,-7.001968860626221,-295.3113708496094,-302.3133397102356,-399.94848598870175,-395.95043663061506,3.998049358086689,6.008435040257663,6.008435040257642,-2.1316282072803006e-14,194.88691225923765,189.09867237324946,-5.78823988598819,0.0,0.0,0.0,0.0,0.0,0.0,-17.67685754017137,-17.676857540171323,4.618527782440651e-14,0.0,0.0,0.0,-1.4158858003281045,-1.415885800328093,1.1546319456101628e-14,183.21848975932394,177.43024987333578,-5.788239885988162,-218.14588202970592,-219.9360725576074,-1.7901905279014727,-8.659657870223871,7.243772069895766,-393.9400509484441,-389.9420015903574,3.998049358086689,-19.092743340499474,-19.092743340499418,5.684341886080802e-14
000,2,-0.275,-149.44447326660156,-89.90113830566406,-3.4318411350250244,-239.34561157226562,-242.77745270729065,-286.4316043788368,-284.7440057132985,1.687598665538303,2.3493994543879704,2.349399454387956,-1.4210854715202004e-14,92.73588109983584,91.96836584510217,-0.7675152547336666,0.0,0.0,0.0,0.0,0.0,0.0,-8.691840881041491,-8.691840881041443,4.796163466380676e-14,0.0,0.0,0.0,-1.019823584580339,-1.0198235845803385,4.440892098500626e-16,86.39343967318231,85.62592441844868,-0.7675152547336381,-201.05798829023487,-200.1379048794302,0.9200834108046649,-3.4692752617893974,2.4494516772090584,-284.08220492444883,-282.3946062589106,1.6875986655382462,-9.71166446562183,-9.711664465621782,4.796163466380676e-14
000,3,-0.0625,-124.9608154296875,-69.79417419433594,-1.7679855823516846,-194.75498962402344,-196.52297520637512,-216.0621464412306,-215.20500206049323,0.8571443807373669,0.9209463853766943,0.9209463853766927,-1.5543122344752192e-15,44.22114102242384,44.10646920073198,-0.1146718216918643,0.0,0.0,0.0,0.0,0.0,0.0,-4.1855008820271875,-4.185500882027181,6.217248937900877e-15,0.0,0.0,0.0,-0.7048564474031214,-0.7048564474031211,2.220446049250313e-16,40.95658652577335,40.84191470408149,-0.1146718216918643,-175.81041636286037,-175.06794380381487,0.7424725590454955,-1.5932285182199808,0.8883720708168594,-215.14120005585391,-214.28405567511655,0.8571443807373669,-4.890357329430309,-4.890357329430302,6.217248937900877e-15
000,4,0.15,-105.56625366210938,-53.83900451660156,-0.9573084115982056,-159.40525817871094,-160.36256659030914,-169.1040453752963,-168.60894271373823,0.4951026615580645,0.3616575763115983,0.36165757631159634,-1.942890293094024e-15,20.854911990025297,20.83809339608788,-0.01681859393741547,0.0,0.0,0.0,0.0,0.0,0.0,-1.981079648898917,-1.9810796488989078,9.325873406851315e-15,0.0,0.0,0.0,-0.4763579469567449,-0.47635794695674427,6.106226635438361e-16,19.235489917437977,19.21867132350057,-0.016818593937408366,-150.34491340481506,-149.8666293371944,0.478284067620649,-0.8120529665039374,0.33569501954719255,-168.7423877989847,-168.24728513742664,0.4951026615580645,-2.457437595855662,-2.457437595855652,9.769962616701378e-15
000,5,0.575,-77.4099349975586,-32.254981994628906,-0.3170818090438843,-109.6649169921875,-109.98199880123138,-111.75680831888535,-111.54616176827801,0.21064655060733628,0.055982224468055945,0.05598222446805537,-5.759281940243e-16,4.472682810073623,4.473279276692567,0.0005964666189441914,0.0,0.0,0.0,0.0,0.0,0.0,-0.42592616363206376,-0.42592616363205993,3.83026943495679e-15,0.0,0.0,0.0,-0.21410105024469783,-0.2141010502446976,2.220446049250313e-16,4.102738870909615,4.103335337528563,0.0005964666189477441,-107.86817049822042,-107.65692748099414,0.21124301722628047,-0.26516911074756266,0.051068060502864845,-111.7008260944173,-111.49017954380996,0.21064655060733628,-0.6400272138767615,-0.6400272138767575,3.9968028886505635e-15
000,6,1.0,-58.575927734375,-19.96554183959961,-0.12258477509021759,-78.54146957397461,-78.66405434906483,-79.08939871892699,-78.98143648601811,0.10796223290887497,0.008694402022085284,0.008694402022085206,-7.806255641895632e-17,0.9207464237679874,0.9211096187148815,0.0003631949468940743,0.0,0.0,0.0,0.0,0.0,0.0,-0.08775600726891222,-0.08775600726891164,5.828670879282072e-16,0.0,0.0,0.0,-0.09934901601789548,-0.09934901601789559,-1.1102230246251565e-16,0.8416848185211605,0.842048013468055,0.00036319494689451837,-78.34706291642372,-78.23873748856795,0.10832542785577459,-0.10741606069530263,0.00806704467740715,-79.0807043169049,-78.97274208399602,0.10796223290887497,-0.1871050232868077,-0.18710502328680723,4.718447854656915e-16
000,7,1.425,-45.51225280761719,-12.914305686950684,-0.05503476783633232,-58.42655849456787,-58.4815932624042,-58.631079586750836,-58.5702298875623,0.06084969918853744,0.0013531939197409608,0.001353193919740956,-4.7704895589362195e-18,0.18358533615697892,0.1837004198215304,0.00011508366455148522,0.0,0.0,0.0,0.0,0.0,0.0,-0.01750538686538659,-0.017505386865386496,9.367506770274758e-17,0.0,0.0,0.0,-0.04915842650314049,-0.04915842650313973,7.632783294297951e-16,0.1674331432113333,0.16754822687588486,0.00011508366455156849,-58.51280487004264,-58.45184008718955,0.06096478285309104,-0.050450207396819394,0.0012917808936788997,-58.629726392831095,-58.56887669364256,0.06084969918853744,-0.06666381336852709,-0.06666381336852623,8.604228440844963e-16
000,8,1.85,-36.15583419799805,-8.729825019836426,-0.02791867032647133,-44.88565921783447,-44.913577888160944,-44.97121511008333,-44.93536940537225,0.03584570471107895,0.000210917331543831,0.00021091733154382855,-2.439454888092385e-18,0.03569308443252855,0.03572981854968482,3.673411715627434e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034044883871451907,-0.0034044883871449105,2.8015784137025435e-16,0.0,0.0,0.0,-0.026138021172365238,-0.02613802117236652,-1.2836953722228372e-15,0.03249951337692719,0.032536247494083737,3.6734117156544954e-05,-44.96485361787877,-44.92897117905053,0.035882438828238605,-0.026345769413193665,0.0002077482408284264,-44.971004192751785,-44.935158488040706,0.03584570471107895,-0.02954250955951043,-0.029542509559511432,-1.0026701691145945e-15
000,9,2.4875,-26.507986068725586,-5.210690021514893,-0.01167123019695282,-31.71867609024048,-31.73034732043743,-31.690216922960726,-31.67389203796767,0.01632488499305751,1.3003075470062346e-05,1.30030754700583e-05,-4.0454293560865384e-18,0.002949343219521075,0.0029570107444794047,7.667524958329675e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028139721244014817,-0.0002813972124400266,1.2159327364424932e-16,0.0,0.0,0.0,-0.011444364432819607,-0.011444364432819931,-3.2439329000766293e-16,0.0026809490825509892,0.0026886166075094364,7.667524958447202e-06,-31.698980338310996,-31.682647785792977,0.016332552518019128,-0.011457772107302006,1.3407674482398897e-05,-31.690203919885256,-31.6738790348922,0.01632488499305751,-0.011725761645259755,-0.011725761645259958,-2.0296264668928643e-16
