com_distance_a	min_atom_distance_a	dmff_electro	openmm_electro	diff_electro	dmff_dispersion	openmm_dispersion	diff_dispersion	dmff_slater	openmm_slater	diff_slater	dmff_nonbonded	openmm_nonbonded	diff_nonbonded
3.2	0.7799923076543767	-2.0958426806157288e+23	-1283.0342925945902	2.0958426806157288e+23	-722280.831812404	-722280.8318391314	-2.6727444492280483e-05	731850.7862087504	731850.7861988486	-9.901821613311768e-06	-2.0958426806157288e+23	8286.920067122679	2.0958426806157288e+23
3.5	0.7761365859177107	-1.7518157497040003e+22	-1286.4451009865975	1.7518157497040003e+22	-749112.9436327915	-749112.9436595018	-2.6710331439971924e-05	756661.3692361186	756661.3692250246	-1.1094030924141407e-05	-1.7518157497040003e+22	6261.98046453619	1.7518157497040003e+22
4.0	0.9961867294839861	-11860692075110.742	-626.7921628015133	11860692074483.95	-70535.51420682513	-70535.51423351436	-2.6689231162890792e-05	74477.38471717686	74477.38471225415	-4.922709194943309e-06	-11860692071168.871	3315.078315938271	11860692074483.95
4.5	1.3720014577251733	-321.74171746469904	-150.73454970987422	171.00716775482482	-4106.128230172739	-4106.128256841395	-2.6668656573747285e-05	5525.941405374141	5525.941404084516	-1.2896252883365378e-06	1098.071457736703	1269.078597533246	171.00713979654302
5.0	1.7377496942885646	-60.65918276086566	-58.047172677443925	2.612010083421737	-465.80967411244194	-465.80970076005747	-2.6647615527508606e-05	852.9076148191548	852.9076145335183	-2.8563647447299445e-07	326.4387579458472	329.05074109601685	2.6119831501696353
5.5	2.063921994649992	-33.715822584277234	-33.337397552699684	0.3784250315775495	-89.91678529790592	-89.91681192390705	-2.6626001130125587e-05	171.2965178818034	171.29651782589622	-5.5907179330461076e-08	47.66390999962023	48.04230834928951	0.37839834966928265
6.0	2.4494436102919375	-22.746344951269165	-22.644644916214503	0.10170003505466241	-24.384600812022533	-24.384627416607792	-2.660458525838294e-05	34.93117424677763	34.93117423693548	-9.842146653227246e-09	-12.199771516514062	-12.098098095886812	0.10167342062725027
7.0	3.3135742031830224	-12.686149189174827	-12.708061685594487	-0.021912496419659533	-3.504068923573182	-3.504095488780765	-2.6565207583040262e-05	1.2933234331032821	1.2933234328562213	-2.470608162497001e-10	-14.896894679644731	-14.918833741519038	-0.021939061874306276
8.0	4.2378973560009685	-8.01936816118996	-8.055042948651803	-0.035674787461843493	-0.8741000113097781	-0.8741265431639694	-2.6531854191325088e-05	0.04136591906932707	0.04136591906400533	-5.321743046238225e-12	-8.85210225343041	-8.887803572751764	-0.035701319321354674
9.0	5.190353937835068	-5.44231397538087	-5.473472484104661	-0.031158508723791556	-0.2996393589906907	-0.29966586247371685	-2.6503483026130148e-05	0.0011976000210220938	0.0011976000209154014	-1.0669243266647754e-13	-5.740755734350536	-5.771940746557462	-0.031185012206925933
10.0	6.157903376962	-3.880081601699345	-3.9048208779833686	-0.024739276284023504	-0.12523176759336474	-0.1252582460343199	-2.6478440955157723e-05	3.247290176612572e-05	3.247290176411344e-05	-2.0122792321330962e-15	-4.00528089639095	-4.030046651115924	-0.024765754724974443
