molecule	status	num_molecules	atoms	added_bonds	lrc_count	final_density	avg_density	avg_last_half_density	min_density	max_density	final_energy	pdb
DOL	ok	145	1595	0	1	1.5146703760117484	1.5019113028533928	1.511848087123569	1.4545494223233058	1.5171032025957087	-7143.667976270473	/home/am3-peichenzhong-group/Documents/project/test_MPID_DMFF/init_mpid_plugin/OpenMMPhyNEOPlugin/examples/ec_bulk/neutral_md_hardcore_soft_r024_cuda_100ps/dol/dol_145mol.pdb
EMC	ok	107	1605	0	1	0.868318599748629	0.8837841927042845	0.8790585416598921	0.8519004183152421	0.9030786495000446	-40055.08825766331	/home/am3-peichenzhong-group/Documents/project/test_MPID_DMFF/init_mpid_plugin/OpenMMPhyNEOPlugin/examples/ec_bulk/neutral_md_hardcore_soft_r024_cuda_100ps/emc/emc_107mol.pdb
